record_id,drug_name,region,lat,lng,facility_type,facility_id,year,month,season,disease_season_flag,quantity_dispensed,stock_opening,stock_closing,reorder_triggered,price_per_unit_inr,total_value_inr,past_30d_usage,past_90d_usage
17d1ad26-207f-48c7-87ec-387cf69a5de0,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2023,4,Pre-monsoon,0,3215,8520,6754,0,2,6430,2518,13119
355c678d-7c7c-4752-a0ac-2dda29e86742,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2023,5,Pre-monsoon,0,2769,6675,6600,0,2,5538,3215,11303
3365663a-75d2-4839-8a7d-5d49dd05a1a8,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2023,6,Southwest Monsoon,0,2910,4864,4972,0,2,5820,2769,8502
c7269a6c-f98f-4573-8ef4-85a374af13f7,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2023,7,Southwest Monsoon,0,2769,8160,6491,0,2,5538,2910,8894
b57b390a-f150-4628-8dd4-aa97aa9bce42,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2023,8,Southwest Monsoon,0,3889,5983,4352,0,2,7778,2769,8448
3938c6e0-b082-4ab0-9e10-d6a5690dcdb3,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2023,9,Southwest Monsoon,0,3037,7641,8134,0,2,6074,3889,9568
97613214-18c1-474c-ab2a-26e62b6fe973,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2023,10,Northeast Monsoon,1,4609,9655,9394,0,2,9218,3037,9695
7dc804fe-d285-4b11-92c5-3c119bf77145,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2023,11,Northeast Monsoon,1,6155,9934,9451,0,2,12310,4609,11535
a0d8a5fa-ccc0-47e3-806f-0c688798820d,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2023,12,Northeast Monsoon,1,4475,10922,8199,0,2,8950,6155,13801
79f0a598-94aa-4738-b652-a606abb738fd,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,1,Winter,1,5650,15021,15389,0,2,11300,4475,15239
66878782-9dcc-4fbc-97ca-f5f3607a2550,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,2,Winter,1,3868,9285,6998,0,2,7736,5650,16280
65695e22-fafd-4368-b2de-9009bf6b232e,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,3,Pre-monsoon,0,2437,7251,7261,0,2,4874,3868,13993
f3a5d793-2842-4e04-a375-c6e769d1cf8b,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,4,Pre-monsoon,0,3133,6331,5345,0,2,6266,2437,11955
776dcee4-dce6-4385-b394-073e721a5e53,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,5,Pre-monsoon,0,3381,6950,6122,0,2,6762,3133,9438
a49988d5-03ea-4914-a70d-fa99b558d95f,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,6,Southwest Monsoon,0,3122,6280,6481,0,2,6244,3381,8951
bfea5713-7fd6-49b3-aded-a6e89d6eeddc,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,7,Southwest Monsoon,0,2991,8175,6365,0,2,5982,3122,9636
ef7a2911-7151-477f-a030-8dfc6937253c,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,8,Southwest Monsoon,0,2906,8547,8175,0,2,5812,2991,9494
c2266f6c-1008-4028-8a6d-6c12e084ea3d,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,9,Southwest Monsoon,0,2368,6495,6344,0,2,4736,2906,9019
e7e10d45-d27e-4303-af66-8fe92eca641b,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,10,Northeast Monsoon,1,4887,10522,10328,0,2,9774,2368,8265
09b2f553-7b5d-4d18-9428-a89f89bb6978,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,11,Northeast Monsoon,1,5100,15035,12704,0,2,10200,4887,10161
36252047-bd80-4454-b57c-a2ca0dbb0cc4,Paracetamol,Chennai,13.0827,80.2707,Private Hospital,FAC_002,2024,12,Northeast Monsoon,1,6347,17214,15845,0,2,12694,5100,12355
8e7ea981-b5fb-435e-85af-00174a29e3cf,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,1,Winter,1,1126,2474,2522,0,2,2252,0,0
1131c992-ac58-4237-bcf7-4ab27a3ab86f,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,2,Winter,1,787,1879,1556,0,2,1574,1126,1126
54d7800d-5549-4510-8bc8-da8b42d76368,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,3,Pre-monsoon,0,623,1163,1250,0,2,1246,787,1913
c594b437-2769-4bed-a649-7d3d7496f60f,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,4,Pre-monsoon,0,560,1074,909,0,2,1120,623,2536
543634b3-09b6-435e-b1f1-ef03dadb5eaa,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,5,Pre-monsoon,0,534,1402,1302,0,2,1068,560,1970
91311d94-adac-408d-b78a-d8c199ea8e55,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,6,Southwest Monsoon,0,649,1623,1365,0,2,1298,534,1717
9ec75020-baab-4997-89ce-d9984a4b65ca,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,7,Southwest Monsoon,0,687,1539,1259,0,2,1374,649,1743
518de992-32ad-4dea-a91c-654f8e3d2b81,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,8,Southwest Monsoon,0,678,1512,1253,0,2,1356,687,1870
0930feb9-a993-4832-b807-2ac8af20a08b,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,9,Southwest Monsoon,0,520,981,747,0,2,1040,678,2014
28561d2c-0e3f-4de4-863f-9d05a1413ad0,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,10,Northeast Monsoon,1,1021,2444,2538,0,2,2042,520,1885
f45d4ec2-6548-4a3b-8d31-b1baf9a25d65,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,11,Northeast Monsoon,1,1124,2623,2358,0,2,2248,1021,2219
d5df03dd-f865-4b10-88e1-dd9be45ccd38,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2023,12,Northeast Monsoon,1,1227,2192,1599,0,2,2454,1124,2665
a1efbe46-2072-4831-bae4-5411bdbf60c1,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,1,Winter,1,994,2096,1896,0,2,1988,1227,3372
c26a79f8-6f14-4eef-8f31-f9c12177518a,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,2,Winter,1,1041,1936,1653,0,2,2082,994,3345
903419e4-eb7b-46ec-a82a-4f343550766b,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,3,Pre-monsoon,0,496,1273,1125,0,2,992,1041,3262
9cd9f3c6-c719-4130-a2df-e95fd3385c50,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,4,Pre-monsoon,0,488,744,531,0,2,976,496,2531
bd7e3445-fcc8-427f-82ba-78f750eff7c3,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,5,Pre-monsoon,0,667,1405,1084,0,2,1334,488,2025
ca216ae2-117c-416f-9c64-8406bb9c6b9c,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,6,Southwest Monsoon,0,716,1787,1523,0,2,1432,667,1651
5d7763b5-2dff-4327-b20b-73208f452b79,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,7,Southwest Monsoon,0,588,1370,1140,0,2,1176,716,1871
a2adbc85-5d64-45f1-b901-bc73d5dfb3d1,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,8,Southwest Monsoon,0,684,2048,1908,0,2,1368,588,1971
f3bdefae-9273-4c7e-b064-e549c3dd3908,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,9,Southwest Monsoon,0,627,1271,1088,0,2,1254,684,1988
d36ac721-493c-45c3-baa9-acce6f0cd280,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,10,Northeast Monsoon,1,967,1895,1418,0,2,1934,627,1899
27e6cdb8-f0b8-470e-ae8a-a132572afac5,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,11,Northeast Monsoon,1,1129,2914,2444,0,2,2258,967,2278
9f92ff69-fb8f-45b2-b94a-e5af397db07e,Paracetamol,Chennai,13.0827,80.2707,Primary Health Centre,FAC_003,2024,12,Northeast Monsoon,1,1318,3445,3650,0,2,2636,1129,2723
d40050bd-3ad0-4c4d-accb-b80e28d953bb,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,1,Winter,1,2887,5132,3673,0,2,5774,0,0
cb545384-00dd-4c16-a28f-a3ac4fa25c48,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,2,Winter,1,3584,7979,7807,0,2,7168,2887,2887
d60f7335-2d67-47cd-ad0b-57fc86940ed8,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,3,Pre-monsoon,0,979,2902,2678,0,2,1958,3584,6471
19e558bd-55b2-4d76-8a8d-37fadb5f3bda,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,4,Pre-monsoon,0,1811,3485,2381,0,2,3622,979,7450
a1ab7ede-d1fe-46de-be03-95cd680426a0,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,5,Pre-monsoon,0,1634,2926,2116,0,2,3268,1811,6374
8d665c92-1109-45db-bd17-e221b421cd3d,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,6,Southwest Monsoon,0,1540,2724,1665,0,2,3080,1634,4424
89e21a3c-0046-4401-af9c-5445e1f8dc16,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,7,Southwest Monsoon,0,1635,3762,3021,0,2,3270,1540,4985
45d8cb31-69e8-43d2-8857-0645c62e7d47,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,8,Southwest Monsoon,0,1132,3352,3123,0,2,2264,1635,4809
4e828e54-40da-4495-846d-e2bb69476752,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,9,Southwest Monsoon,0,1559,3969,3054,0,2,3118,1132,4307
8c86b559-041b-463a-9af8-76021d5b4993,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,10,Northeast Monsoon,1,3058,8570,7780,0,2,6116,1559,4326
157c38e1-1d0b-4c00-a627-97fff7c45027,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,11,Northeast Monsoon,1,3546,9960,9309,0,2,7092,3058,5749
283d6138-8288-47d2-a0df-ed936f5b3f96,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2023,12,Northeast Monsoon,1,2677,5900,5087,0,2,5354,3546,8163
81b3a5a3-7f6d-42cb-87a5-a3a755fdc892,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,1,Winter,1,2550,4530,2862,0,2,5100,2677,9281
f7f971ef-cff1-45f9-be13-4aa7962a63d3,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,2,Winter,1,2684,7814,7089,0,2,5368,2550,8773
16d9795a-ffe7-4063-a297-5b1501abd5d1,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,3,Pre-monsoon,0,1834,5012,4389,0,2,3668,2684,7911
74e4aa26-5367-4ed7-9812-bcf05be0b234,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,4,Pre-monsoon,0,1692,2726,2500,0,2,3384,1834,7068
0ee6e84f-1e38-4001-9fae-ea40850c97ae,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,5,Pre-monsoon,0,1484,2345,1505,0,2,2968,1692,6210
6b820b23-100c-47dd-bd06-46b8c509e431,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,6,Southwest Monsoon,0,1737,4071,3330,0,2,3474,1484,5010
d14f157e-e902-4dcc-8220-74f3d0da8a45,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,7,Southwest Monsoon,0,1636,4893,3922,0,2,3272,1737,4913
6fbcc1a8-ed3b-4761-86f5-1df1cbe3c878,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,8,Southwest Monsoon,0,1847,4888,4602,0,2,3694,1636,4857
7ec63cb8-4830-46b0-af67-5fc32b1c3085,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,9,Southwest Monsoon,0,1443,3876,3158,0,2,2886,1847,5220
40eae1d2-1920-4970-bcbe-fa4d2063d46d,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,10,Northeast Monsoon,1,2760,6303,5490,0,2,5520,1443,4926
a234466b-476d-4978-a982-646f7b6e4507,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,11,Northeast Monsoon,1,2732,5912,6114,0,2,5464,2760,6050
a24f10b9-3626-4eac-8d9b-a30cfc99bc59,Paracetamol,Chennai,13.0827,80.2707,Pharmacy,FAC_004,2024,12,Northeast Monsoon,1,2265,6761,5798,0,2,4530,2732,6935
34a0dad0-a011-40af-8fa5-0fe56941de5c,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,1,Winter,1,11442,18196,20073,0,2,22884,0,0
c8a1ed82-2671-4068-b2d6-6c6305cf9f3a,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,2,Winter,1,11385,18772,18617,0,2,22770,11442,11442
b83275af-a7f0-44a8-ae22-c684f099544d,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,3,Pre-monsoon,0,6091,14851,12038,0,2,12182,11385,22827
45e4ff98-bb8b-494c-8b33-1174580af60c,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,4,Pre-monsoon,0,5872,9523,6680,0,2,11744,6091,28918
e1401efb-f457-47f8-a2f2-3b2980f2ca56,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,5,Pre-monsoon,0,4794,11160,8479,0,2,9588,5872,23348
384c7743-585b-4476-965e-9510d9fad951,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,6,Southwest Monsoon,0,5702,12047,11593,0,2,11404,4794,16757
72b0debe-e7f7-4689-a855-bf5e0ffced71,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,7,Southwest Monsoon,0,5774,12730,8857,0,2,11548,5702,16368
e593222a-452d-4cb9-ae4e-0beb496a9b5a,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,8,Southwest Monsoon,0,5354,10344,7958,0,2,10708,5774,16270
882320ba-f851-4bd7-bfed-bf83d567c0e5,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,9,Southwest Monsoon,0,5939,16566,12789,0,2,11878,5354,16830
634f9f31-7ba7-49fb-a37a-606ebdf11426,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,10,Northeast Monsoon,1,11620,21498,16130,0,2,23240,5939,17067
97f23d5a-bd68-4fd4-a457-7d4f565beb41,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,11,Northeast Monsoon,1,14055,37763,35385,0,2,28110,11620,22913
823b69bf-ebac-46a4-9d05-1ba44b473636,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2023,12,Northeast Monsoon,1,11242,30419,24551,0,2,22484,14055,31614
3f3b3e87-b9d1-4afa-b1d3-084679e65113,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,1,Winter,1,11379,19027,13363,0,2,22758,11242,36917
a59f79f3-f7d1-42f4-8ef9-61e29e0b9a69,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,2,Winter,1,10833,18670,13676,0,2,21666,11379,36676
7c796bdb-d584-423a-8366-dda1f41ceea7,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,3,Pre-monsoon,0,4335,7427,4625,0,2,8670,10833,33454
f158d518-0383-49bb-b6e0-fce71307ccc1,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,4,Pre-monsoon,0,6062,16300,15303,0,2,12124,4335,26547
cc060094-3ede-42fd-a293-c7aa21c539a3,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,5,Pre-monsoon,0,6141,16803,17595,0,2,12282,6062,21230
dc768a23-7d16-437c-90fe-919a388f9f43,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,6,Southwest Monsoon,0,8336,17995,15676,0,2,16672,6141,16538
43b30830-7192-46e6-8fa7-6ba490140eaa,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,7,Southwest Monsoon,0,5911,11562,9565,0,2,11822,8336,20539
fe1014d2-d76a-43d5-88c7-d793530e1582,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,8,Southwest Monsoon,0,6362,12141,10779,0,2,12724,5911,20388
8e815654-689d-408d-901c-3bc963d5179e,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,9,Southwest Monsoon,0,6055,13058,12078,0,2,12110,6362,20609
c7064bec-bc61-4328-9347-c1814c1e8be4,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,10,Northeast Monsoon,1,9035,25606,25254,0,2,18070,6055,18328
b6a5b7cb-99ff-462d-b697-4c2e9bd769d5,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,11,Northeast Monsoon,1,12834,30873,22187,0,2,25668,9035,21452
caabedcc-41cd-4684-9efe-ebf9ab01948b,Paracetamol,Coimbatore,11.0168,76.9558,Government Hospital,FAC_005,2024,12,Northeast Monsoon,1,12191,22472,21336,0,2,24382,12834,27924
8cffd94a-a0f0-4ab0-95d0-72d23fec7130,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,1,Winter,1,5749,13686,9769,0,2,11498,0,0
b8274da6-7b36-4282-b59c-a4c7e6bfa993,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,2,Winter,1,4438,11748,11922,0,2,8876,5749,5749
58bd4318-2e4f-4572-b600-6eb603c90a34,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,3,Pre-monsoon,0,3456,8171,8125,0,2,6912,4438,10187
26d81a1b-81f4-472f-b4a6-40fd0b15e7bd,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,4,Pre-monsoon,0,2255,3975,3449,0,2,4510,3456,13643
cc1f380c-29dd-47fd-82e0-30fa26465fc2,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,5,Pre-monsoon,0,3107,6721,5323,0,2,6214,2255,10149
9c38063b-0343-4376-a64e-fa705f8e456b,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,6,Southwest Monsoon,0,3794,11364,10196,0,2,7588,3107,8818
78bb4abd-054a-4190-b896-42b20fbef89a,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,7,Southwest Monsoon,0,2431,6615,7033,0,2,4862,3794,9156
0824b66e-71e5-422e-9662-3c94adf03198,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,8,Southwest Monsoon,0,2613,5761,4892,0,2,5226,2431,9332
1066b7d8-29dd-464a-a6c7-5530b14c08ff,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,9,Southwest Monsoon,0,2898,5742,3986,0,2,5796,2613,8838
0a5b8dd8-b78a-43df-9bc1-ddb25825ba23,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,10,Northeast Monsoon,1,4751,8272,6706,0,2,9502,2898,7942
03cb0339-9a06-4d5d-a372-7627d06be8cf,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,11,Northeast Monsoon,1,3944,8847,8438,0,2,7888,4751,10262
c8af1d6b-1d8d-4060-9fb5-f5861da3406f,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2023,12,Northeast Monsoon,1,5192,10906,10825,0,2,10384,3944,11593
d397f097-ddd5-4293-8891-143a2098d33c,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2024,1,Winter,1,4320,6717,4035,0,2,8640,5192,13887
a2439338-fa4a-4c18-a53b-358d62c2b94c,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2024,2,Winter,1,5505,10341,7061,0,2,11010,4320,13456
2c063206-28c0-4c3b-a092-aad9ad8b82dd,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2024,3,Pre-monsoon,0,2462,6546,6739,0,2,4924,5505,15017
e5a2c181-0be1-4341-83d4-5a4c857c1ad3,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2024,4,Pre-monsoon,0,3519,9632,7172,0,2,7038,2462,12287
98bc9f9a-a88e-42b7-89b1-8b2fb5fee29c,Paracetamol,Coimbatore,11.0168,76.9558,Private Hospital,FAC_006,2024,5,Pre-monsoon,0,2520,7066,6349,0,2,5040,3519,11486
